date,crop,temp,min_temp,max_temp,rainfall,humidity,soil_ph,water_requirement,growth_duration,weather_condition
2026-06-04,chilli,27.47,22.53,32.2,6.36,55.35,6.07,4.5,110,showers
2026-06-05,chilli,21.34,17.81,24.45,4.38,71.86,6.31,4.5,110,showers
2026-06-06,chilli,25.63,20.55,30.02,5.65,75.58,7.0,4.5,110,showers
2026-06-07,chilli,19.12,14.96,23.75,4.74,47.41,6.21,4.5,110,showers
2026-06-08,chilli,21.02,15.21,24.88,5.19,53.17,6.92,4.5,110,showers
2026-06-09,chilli,25.59,22.18,30.36,6.19,44.61,5.94,4.5,110,showers
2026-06-10,chilli,27.22,23.19,30.31,3.36,62.31,6.76,4.5,110,showers
2026-06-11,chilli,25.51,22.17,28.63,9.18,72.18,7.22,4.5,110,rainy
2026-06-12,chilli,24.65,18.88,30.12,2.99,80.02,5.26,4.5,110,showers
2026-06-13,chilli,24.1,18.46,28.18,2.57,65.74,6.1,4.5,110,showers
2026-06-14,chilli,20.56,16.79,23.95,7.32,81.29,6.79,4.5,110,showers
2026-06-15,chilli,22.84,17.86,27.41,6.58,51.2,6.4,4.5,110,showers
2026-06-16,chilli,23.62,18.17,28.93,6.25,47.97,6.69,4.5,110,showers
2026-06-17,chilli,28.17,23.51,31.82,6.26,64.44,6.2,4.5,110,showers
2026-06-18,chilli,26.03,21.44,30.9,4.98,68.84,6.54,4.5,110,showers
2026-06-19,chilli,19.71,15.99,22.97,3.21,64.67,6.42,4.5,110,showers
2026-06-20,chilli,25.97,22.69,29.13,5.15,44.33,7.08,4.5,110,showers
2026-06-21,chilli,23.84,18.15,28.44,3.65,64.11,6.63,4.5,110,showers
2026-06-22,chilli,22.97,17.27,27.59,6.95,51.96,6.67,4.5,110,showers
2026-06-23,chilli,26.84,21.94,31.75,4.71,71.7,6.29,4.5,110,showers
2026-06-24,chilli,28.09,24.08,33.27,3.35,68.67,6.26,4.5,110,showers
2026-06-25,chilli,27.79,23.75,33.72,4.36,55.6,6.28,4.5,110,showers
2026-06-26,chilli,22.48,17.3,27.03,5.83,59.86,6.7,4.5,110,showers
2026-06-27,chilli,24.07,18.38,28.04,3.87,54.41,6.29,4.5,110,showers
2026-06-28,chilli,25.99,20.33,31.38,3.36,64.37,6.64,4.5,110,showers
2026-06-29,chilli,27.93,22.59,31.74,5.49,74.55,7.54,4.5,110,showers
2026-06-30,chilli,23.56,18.64,27.88,5.49,55.14,6.94,4.5,110,showers
2026-07-01,chilli,24.44,21.19,27.68,3.99,70.04,6.34,4.5,110,showers
2026-07-02,chilli,21.68,18.2,24.76,4.06,59.7,7.1,4.5,110,showers
2026-07-03,chilli,21.41,15.72,27.3,5.46,57.07,6.3,4.5,110,showers
2026-07-04,chilli,27.44,22.62,32.95,2.1,63.93,5.48,4.5,110,showers
2026-07-05,chilli,29.07,26.04,34.16,2.19,54.65,6.0,4.5,110,showers
2026-07-06,chilli,24.78,21.48,29.01,3.56,59.46,5.56,4.5,110,showers
2026-07-07,chilli,28.01,23.02,31.53,4.57,53.02,6.32,4.5,110,showers
2026-07-08,chilli,26.08,23.07,29.55,5.62,84.65,6.51,4.5,110,showers
2026-07-09,chilli,23.06,19.58,26.82,7.95,65.35,7.34,4.5,110,showers
2026-07-10,chilli,26.08,21.44,30.73,6.72,58.0,6.66,4.5,110,showers
2026-07-11,chilli,29.61,24.54,34.76,4.68,67.14,6.39,4.5,110,showers
2026-07-12,chilli,24.89,19.94,29.87,4.96,63.88,6.91,4.5,110,showers
2026-07-13,chilli,29.69,26.02,33.53,2.99,62.79,5.39,4.5,110,showers
2026-07-14,chilli,17.14,12.0,23.01,4.96,71.14,6.62,4.5,110,showers
2026-07-15,chilli,27.47,23.75,32.68,4.42,72.58,6.89,4.5,110,showers
2026-07-16,chilli,25.26,21.28,29.92,5.65,59.69,5.76,4.5,110,showers
2026-07-17,chilli,24.1,18.86,28.94,3.35,59.24,7.07,4.5,110,showers
2026-07-18,chilli,25.28,20.33,29.53,6.04,62.25,6.67,4.5,110,showers
2026-07-19,chilli,19.04,13.49,22.78,8.07,41.98,6.29,4.5,110,rainy
2026-07-20,chilli,24.34,19.37,28.41,4.78,49.85,6.82,4.5,110,showers
2026-07-21,chilli,26.07,21.37,31.34,5.8,78.67,7.64,4.5,110,showers
2026-07-22,chilli,29.43,26.15,32.48,6.38,81.45,6.59,4.5,110,showers
2026-07-23,chilli,23.45,19.34,26.79,4.2,62.51,6.62,4.5,110,showers
2026-07-24,chilli,22.57,18.78,25.71,5.45,70.77,6.27,4.5,110,showers
2026-07-25,chilli,23.49,19.76,26.62,5.03,68.11,6.08,4.5,110,showers
2026-07-26,chilli,27.75,21.83,33.31,5.2,95.79,6.92,4.5,110,showers
2026-07-27,chilli,25.99,21.81,31.1,3.45,76.2,6.07,4.5,110,showers
2026-07-28,chilli,23.41,17.73,27.83,5.05,63.72,6.54,4.5,110,showers
2026-07-29,chilli,26.54,21.65,29.83,6.0,55.44,6.26,4.5,110,showers
2026-07-30,chilli,25.29,19.91,29.77,7.9,48.94,6.74,4.5,110,showers
2026-07-31,chilli,27.91,23.4,32.33,6.92,67.03,6.67,4.5,110,showers
2026-08-01,chilli,22.89,18.16,26.41,9.31,57.44,7.02,4.5,110,rainy
2026-08-02,chilli,24.02,19.54,28.32,3.47,50.78,6.24,4.5,110,showers
2026-08-03,chilli,23.82,20.24,28.02,6.74,58.53,6.37,4.5,110,showers
2026-08-04,chilli,20.61,15.44,25.46,5.37,54.18,6.01,4.5,110,showers
2026-08-05,chilli,25.89,22.05,30.79,9.38,81.87,6.28,4.5,110,rainy
2026-08-06,chilli,25.78,22.71,28.92,3.38,73.82,6.69,4.5,110,showers
2026-08-07,chilli,25.02,20.08,29.14,3.32,64.92,6.88,4.5,110,showers
2026-08-08,chilli,24.3,20.76,29.17,3.8,79.8,6.04,4.5,110,showers
2026-08-09,chilli,20.75,14.93,25.26,0.75,65.77,6.93,4.5,110,temperate
2026-08-10,chilli,23.74,17.88,29.31,3.95,56.39,7.18,4.5,110,showers
2026-08-11,chilli,23.97,18.23,28.95,3.48,80.23,6.71,4.5,110,showers
2026-08-12,chilli,22.59,18.48,26.08,5.3,70.39,7.44,4.5,110,showers
2026-08-13,chilli,24.52,21.47,27.73,5.68,54.63,6.11,4.5,110,showers
2026-08-14,chilli,26.21,20.43,31.14,8.75,63.1,5.88,4.5,110,rainy
2026-08-15,chilli,30.66,26.37,33.74,6.9,56.24,5.61,4.5,110,showers
2026-08-16,chilli,25.52,19.62,30.28,3.85,51.17,7.25,4.5,110,showers
2026-08-17,chilli,25.77,19.88,31.59,3.2,74.26,6.83,4.5,110,showers
2026-08-18,chilli,24.78,19.22,29.5,5.98,84.09,6.47,4.5,110,showers
